id,city_name,city_state
1249,Pleasant Grove,UT
1250,Leavenworth,KS
1251,Muskogee,OK
1252,Oregon City,OR
1253,Bartlesville,OK
1254,Saratoga Springs,UT
1255,Kendall West,FL
1256,Richfield,MN
1257,Kearns,UT
1258,Tucker,GA
1259,Elmont,NY
1260,Franklin,WI
1261,Oakton,VA
1262,Lewiston,ME
1263,South Valley,NM
1264,Beloit,WI
1265,Upper Arlington,OH
1266,DeLand,FL
1267,Temple City,CA
1268,Wildomar,CA
1269,Chillum,MD
1270,Princeton,FL
1271,Claremont,CA
1272,Winchester,NV
1273,Central Islip,NY
1274,Georgetown,KY
1275,Oak Creek,WI
1276,Commack,NY
1277,South Miami Heights,FL
1278,Moorpark,CA
1279,Merrillville,IN
1280,Estero,FL
1281,Egypt Lake-Leto,FL
1282,Roseville,MN
1283,Dunedin,FL
1284,Farmers Branch,TX
1285,Calumet City,IL
1286,Marion,OH
1287,Addison,IL
1288,Buenaventura Lakes,FL
1289,Westmont,CA
1290,Lauderdale Lakes,FL
1291,Richmond,IN
1292,Carrollwood,FL
1293,Olney,MD
1294,Orangevale,CA
1295,West Hollywood,CA
1296,Randallstown,MD
1297,Gahanna,OH
1298,Meridian,MS
1299,Norristown,PA
1300,Manhattan Beach,CA
1301,La Porte,TX
1302,Inver Grove Heights,MN
1303,Hilliard,OH
1304,Sun Prairie,WI
1305,Copperas Cove,TX
1306,Torrington,CT
1307,El Mirage,AZ
1308,Wildwood,MO
1309,San Juan,TX
1310,Oakville,MO
1311,San Juan Capistrano,CA
1312,Midvale,UT
1313,San Luis,AZ
1314,Brunswick,OH
1315,Salisbury,NC
1316,Tooele,UT
1317,Watertown Town,MA
1318,Owings Mills,MD
1319,Greer,SC
1320,Lake Stevens,WA
1321,Northbrook,IL
1322,College Park,MD
1323,University City,MO
1324,North Ridgeville,OH
1325,Del Rio,TX
1326,Fair Lawn,NJ
1327,Long Beach,NY
1328,Goshen,IN
1329,San Dimas,CA
1330,Springville,UT
1331,Benton,AR
1332,Hinesville,GA
1333,Socorro,TX
1334,Spanaway,WA
1335,Richmond,KY
1336,Pleasant Hill,CA
1337,University Place,WA
1338,Stow,OH
1339,Kaneohe,HI
1340,Montgomery Village,MD
1341,Fruit Cove,FL
1342,Monroe,NC
1343,Fair Oaks,VA
1344,Douglasville,GA
1345,Fairborn,OH
1346,Butte,MT
1347,Dakota Ridge,CO
1348,Oildale,CA
1349,Mason,OH
1350,Oswego,IL
1351,Gadsden,AL
1352,Plainfield,IN
1353,Manitowoc,WI
1354,Lufkin,TX
1355,Cedar City,UT
1356,Deer Park,TX
1357,McMinnville,OR
1358,Woodridge,IL
1359,Eastpointe,MI
1360,Prairieville,LA
1361,New City,NY
1362,Cookeville,TN
1363,Huntington Station,NY
1364,Westlake,OH
1365,Merritt Island,FL
1366,Lewiston,ID
1367,Golden Glades,FL
1368,Bell,CA
1369,Midlothian,TX
1370,Ken Caryl,CO
1371,Cooper City,FL
1372,Woodstock,GA
1373,Martinez,GA
1374,South Riding,VA
1375,Valparaiso,IN
1376,Parkland,FL
1377,Walla Walla,WA
1378,Leawood,KS
1379,Graham,WA
1380,Rexburg,ID
1381,Menlo Park,CA
1382,Cottonwood Heights,UT
1383,Kearney,NE
1384,Pikesville,MD
1385,Sahuarita,AZ
1386,Crown Point,IN
1387,Foster City,CA
1388,Timberwood Park,TX
1389,Englewood,CO
1390,Glendale Heights,IL
1391,Bethel Park,PA
1392,Baldwin,NY
1393,Dana Point,CA
1394,Los Gatos,CA
1395,Brooklyn Center,MN
1396,West Little River,FL
1397,Petersburg,VA
1398,Goldsboro,NC
1399,Redmond,OR
1400,Fuquay-Varina,NC
1401,Alabaster,AL
1402,Gillette,WY
1403,Kennesaw,GA
1404,Fallbrook,CA
1405,Pueblo West,CO
1406,Pullman,WA
1407,Spring Valley,NY
1408,St. Charles,IL
1409,Beverly Hills,CA
1410,Spring Valley,CA
1411,American Fork,UT
1412,Chester,PA
1413,Uniondale,NY
1414,Elk Grove Village,IL
1415,East Lake,FL
1416,Redan,GA
1417,Goleta,CA
1418,Des Moines,WA
1419,Sherwood,AR
1420,Kiryas Joel,NY
1421,Garfield,NJ
1422,Andover,MN
1423,Kaysville,UT
1424,Statesboro,GA
1425,Pekin,IL
1426,Franklin Square,NY
1427,North Olmsted,OH
1428,Nacogdoches,TX
1429,Canton,GA
1430,Wheat Ridge,CO
1431,Harker Heights,TX
1432,Rochester,NH
1433,Rome,NY
1434,Juneau,AK
1435,Kingman,AZ
1436,Massillon,OH
1437,Savage,MN
1438,Helena,MT
1439,Lawndale,CA
1440,Desert Hot Springs,CA
1441,Centereach,NY
1442,San Pablo,CA
1443,Windsor,CO
1444,O'Fallon,IL
1445,Marrero,LA
1446,West Odessa,TX
1447,Bangor,ME
1448,Ithaca,NY
1449,Clearfield,UT
1450,Springfield,VA
1451,Fair Oaks,CA
1452,Holladay,UT
1453,Long Branch,NJ
1454,Syracuse,UT
1455,Dania Beach,FL
1456,Florence,KY
1457,Mundelein,IL
1458,Naugatuck,CT
1459,Pasadena,MD
1460,Los Altos,CA
1461,Carlsbad,NM
1462,Aiken,SC
1463,Duluth,GA
1464,Laramie,WY
1465,Cibolo,TX
1466,Bay Shore,NY
1467,La Verne,CA
1468,Laguna Hills,CA
1469,Atwater,CA
1470,Newark,DE
1471,Port Chester,NY
1472,Maryville,TN
1473,Shawnee,OK
1474,Lake Magdalene,FL
1475,Sterling,VA
1476,Alamogordo,NM
1477,Saratoga,CA
1478,Oceanside,NY
1479,North Royalton,OH
1480,Burlingame,CA
1481,Lakeside,FL
1482,Oak Ridge,TN
1483,Nicholasville,KY
1484,New Bern,NC
1485,LaGrange,GA
1486,West Falls Church,VA
1487,Ballwin,MO
1488,Cleburne,TX
1489,Niles,IL
1490,Bel Air North,MD
1491,Westfield,NJ
1492,Orcutt,CA
1493,Cornelius,NC
1494,SeaTac,WA
1495,Garner,NC
1496,Gurnee,IL
1497,Opelika,AL
1498,Parkville,MD
1499,Hopkinsville,KY
1500,Southlake,TX
1501,San Carlos,CA
1502,Santa Paula,CA
1503,Princeton,NJ
1504,Bowling Green,OH
1505,Milford Mill,MD
1506,Canyon Lake,TX
1507,North Chicago,IL
1508,Middle River,MD
1509,Drexel Heights,AZ
1510,North Tonawanda,NY
1511,Miami Lakes,FL
1512,Ferry Pass,FL
1513,San Lorenzo,CA
1514,Granger,IN
1515,Morristown,TN
1516,Weatherford,TX
1517,Northport,AL
1518,Lawrenceville,GA
1519,Galesburg,IL
1520,Zionsville,IN
1521,Highland Park,IL
1522,Austintown,OH
1523,Greenville,MS
1524,Liberty,MO
1525,Middletown,NY
1526,Sanford,NC
1527,Monterey,CA
1528,East Lake-Orient Park,FL
1529,Southgate,MI
1530,Eastern Goleta Valley,CA
1531,Chamblee,GA
1532,Raytown,MO
1533,East Palo Alto,CA
1534,Carney,MD
1535,Algonquin,IL
1536,Bella Vista,AR
1537,Gloucester,MA
1538,Crofton,MD
1539,Atascadero,CA
1540,Central,LA
1541,Oak Park,MI
1542,New Smyrna Beach,FL
1543,Winter Park,FL
1544,Eagle,ID
1545,Banning,CA
1546,Garfield Heights,OH
1547,Rahway,NJ
1548,Melrose,MA
1549,Danville,IL
1550,Burton,MI
1551,Hobart,IN
1552,Fleming Island,FL
1553,Fountain,CO
1554,Texarkana,AR
1555,Laurel,MD
1556,Suisun City,CA
1557,Fridley,MN
1558,Matthews,NC
1559,Lakewood Ranch,FL
1560,Jacksonville,AR
1561,Schererville,IN
1562,Northampton,MA
1563,Erie,CO
1564,Fitchburg,WI
1565,Hazleton,PA
1566,Paragould,AR
1567,Burbank,IL
1568,Seguin,TX
1569,Bethany,OR
1570,Golden Gate,FL
1571,Kirkwood,MO
1572,Shaker Heights,OH
1573,Perry Hall,MD
1574,Englewood,NJ
1575,Laplace,LA
1576,Magna,UT
1577,East Niles,CA
1578,Russellville,AR
1579,Lake in the Hills,IL
1580,Lansing,IL
1581,Summerlin South,NV
1582,New Iberia,LA
1583,Prosper,TX
1584,Morrisville,NC
1585,Jamestown,NY
1586,Oakleaf Plantation,FL
1587,Jeffersontown,KY
1588,Casselberry,FL
1589,Madison Heights,MI
1590,Mehlville,MO
1591,Walnut,CA
1592,Harrison,NY
1593,Monroeville,PA
1594,McDonough,GA
1595,Stockbridge,GA
1596,Drexel Hill,PA
1597,Glen Ellyn,IL
1598,Aberdeen,SD
1599,Frankfort,KY
1600,Allen Park,MI
1601,Brownsburg,IN
1602,Orchards,WA
1603,Eagle Pass,TX
1604,Forest Hills,MI
1605,Bergenfield,NJ
1606,Independence,KY
1607,Enterprise,AL
1608,Henderson,KY
1609,Glen Cove,NY
1610,Maryland Heights,MO
1611,Greenville,TX
1612,Ewa Gentry,HI
1613,Belmont,CA
1614,Bixby,OK
1615,Lathrop,CA
1616,Shirley,NY
1617,Garden City,KS
1618,Oakdale,MN
1619,South Laurel,MD
1620,Ridgecrest,CA
1621,Mililani Town,HI
1622,Millville,NJ
1623,Kahului,HI
1624,Reisterstown,MD
1625,Kent,OH
1626,Williamsport,PA
1627,Dodge City,KS
1628,Wilmette,IL
1629,Easton,PA
1630,Chicago Heights,IL
1631,Clinton,MS
1632,Tualatin,OR
1633,Statesville,NC
1634,Marion,IN
1635,Washington,UT
1636,Immokalee,FL
1637,Maple Valley,WA
1638,Bluffton,SC
1639,New London,CT
1640,Mount Pleasant,WI
1641,Marshalltown,IA
1642,West Islip,NY
1643,Hamtramck,MI
1644,Temescal Valley,CA
1645,Lemon Grove,CA
1646,Ilchester,MD
1647,Wasco,CA
1648,Rockledge,FL
1649,Chaska,MN
1650,Madison,MS
1651,Oak Forest,IL
1652,Citrus Park,FL
1653,Ramsey,MN
1654,Mason City,IA
1655,Balch Springs,TX
1656,Williston,ND
1657,Converse,TX
1658,Monsey,NY
1659,Clarksburg,MD
1660,Granite City,IL
1661,Short Pump,VA
1662,Huntley,IL
1663,Garden City,MI
1664,Green,OH
1665,Fremont,NE
1666,Prior Lake,MN
1667,McHenry,IL
1668,Neenah,WI
1669,Benicia,CA
1670,Twentynine Palms,CA
1671,West Linn,OR
1672,Lindenhurst,NY
1673,Plum,PA
1674,Daphne,AL
1675,Pearl,MS
1676,Lochearn,MD
1677,Alvin,TX
1678,Hutto,TX
1679,Holbrook,NY
1680,New Lenox,IL
1681,Thomasville,NC
1682,Crestview,FL
1683,Sun City Center,FL
1684,Auburn,NY
1685,Shoreview,MN
1686,South Pasadena,CA
1687,Gladstone,MO
1688,Deer Park,NY
1689,Sachse,TX
1690,Key West,FL
1691,Carrollton,GA
1692,Eureka,CA
1693,Wooster,OH
1694,Asheboro,NC
1695,Fortuna Foothills,AZ
1696,Vernon Hills,IL
1697,Leisure City,FL
1698,Plainview,NY
1699,Paramus,NJ
1700,Lemoore,CA
1701,Horn Lake,MS
1702,Palm Springs,FL
1703,Superior,WI
1704,Temple Terrace,FL
1705,Windsor,CA
1706,Ruskin,FL
1707,Haines City,FL
1708,East Chicago,IN
1709,Brawley,CA
1710,South Portland,ME
1711,Sanger,CA
1712,Cabot,AR
1713,Kernersville,NC
1714,Suitland,MD
1715,Imperial Beach,CA
1716,Owatonna,MN
1717,Sun City West,AZ
1718,West Whittier-Los Nietos,CA
1719,Union City,GA
1720,Batavia,IL
1721,Paducah,KY
1722,Mint Hill,NC
1723,Homewood,AL
1724,Big Spring,TX
1725,Winona,MN
1726,Norco,CA
1727,Bessemer,AL
1728,Tysons,VA
1729,Troy,OH
1730,South Salt Lake,UT
1731,Lockport,IL
1732,Hercules,CA
1733,Austin,MN
1734,Medina,OH
1735,Ridgewood,NJ
1736,Lodi,NJ
1737,Oak Ridge,FL
1738,Grandview,MO
1739,Columbine,CO
1740,El Cerrito,CA
1741,Wilsonville,OR
1742,West Chicago,IL
1743,Woodburn,OR
1744,Coral Terrace,FL
1745,Oxford,MS
1746,Inkster,MI
1747,Fort Washington,MD
1748,Woodstock,IL
1749,Colleyville,TX
1750,Camas,WA
1751,Rockville Centre,NY
1752,West Melbourne,FL
1753,Forest Grove,OR
1754,Holt,MI
1755,Stevens Point,WI
1756,North Tustin,CA
1757,Ives Estates,FL
1758,Chanhassen,MN
1759,Cloverleaf,TX
1760,Mill Creek East,WA
1761,Ladera Ranch,CA
1762,Cliffside Park,NJ
1763,Rosemount,MN
1764,Mercer Island,WA
1765,Palm River-Clair Mel,FL
1766,Clayton,NC
1767,Palm City,FL
1768,Maywood,CA
1769,Elk River,MN
1770,Hazelwood,MO
1771,Melrose Park,IL
1772,Kingsville,TX
1773,Xenia,OH
1774,Keystone,FL
1775,Terrytown,LA
1776,Galt,CA
1777,Lafayette,CA
1778,Ottumwa,IA
1779,Derby,KS
1780,Silver Springs Shores,FL
1781,Staunton,VA
1782,Florence,AZ
1783,Moscow,ID
1784,Salem,VA
1785,Fairland,MD
1786,Newport,RI
1787,Barberton,OH
1788,Peekskill,NY
1789,Caledonia,WI
1790,Pooler,GA
1791,Cave Spring,VA
1792,Hastings,NE
1793,Edwardsville,IL
1794,De Pere,WI
1795,Seal Beach,CA
1796,Athens,AL
1797,Jenks,OK
1798,Bayonet Point,FL
1799,Belvidere,IL
1800,Okemos,MI
1801,Watertown,NY
1802,Reedley,CA
1803,Walker,MI
1804,Tarpon Springs,FL
1805,Barstow,CA
1806,Franklin,IN
1807,Newberg,OR
1808,Soledad,CA
1809,Carteret,NJ
1810,Sandusky,OH
1811,Arnold,MD
1812,Bloomingdale,FL
1813,Norton Shores,MI
1814,University Park,TX
1815,Trussville,AL
1816,Avon Lake,OH
1817,Edgewood,MD
1818,Morton Grove,IL
1819,Bay Point,CA
1820,Wyandotte,MI
1821,Muskego,WI
1822,Romulus,MI
1823,South Bradenton,FL
1824,Norfolk,NE
1825,Northdale,FL
1826,Marysville,OH
1827,Brandon,MS
1828,Venice,FL
1829,Tumwater,WA
1830,Dickinson,ND
1831,Sebastian,FL
1832,Ardmore,OK
1833,Somerset,NJ
1834,Fort Dodge,IA
1835,Mequon,WI
1836,Wright,FL
1837,San Benito,TX
1838,Zanesville,OH
1839,Apollo Beach,FL
1840,Fort Hood,TX
1841,Moses Lake,WA
1842,Dix Hills,NY
1843,Riverbank,CA
1844,Loma Linda,CA
1845,Medford,NY
1846,Port St. John,FL
1847,West Memphis,AR
1848,Homer Glen,IL
1849,Zion,IL
1850,Socastee,SC
1851,Clinton,IA
1852,Carolina Forest,SC
1853,Perrysburg,OH
1854,Westmont,IL
1855,Collinsville,IL
1856,Greenbelt,MD
1857,Sugar Hill,GA
1858,Corsicana,TX
1859,Starkville,MS
1860,Herndon,VA
1861,North Lynnwood,WA
1862,Bainbridge Island,WA
1863,Selma,CA
1864,Avon,OH
1865,White Bear Lake,MN
1866,Elmwood Park,IL
1867,Landover,MD
1868,Athens,OH
1869,Bailey's Crossroads,VA
1870,Ponca City,OK
1871,Riverside,OH
1872,Fish Hawk,FL
1873,North Potomac,MD
1874,Paris,TX
1875,Dinuba,CA
1876,Rosemont,CA
1877,Decatur,GA
1878,Ridgeland,MS
1879,Palmetto Bay,FL
1880,Denison,TX
1881,Faribault,MN
1882,Rolling Meadows,IL
1883,Centerville,OH
1884,Oak Harbor,WA
1885,Kalispell,MT
1886,South Plainfield,NJ
1887,Benbrook,TX
1888,North Laurel,MD
1889,Emporia,KS
1890,Auburn Hills,MI
1891,Westchase,FL
1892,Burlington,IA
1893,Pelham,AL
1894,Elkridge,MD
1895,Freeport,IL
1896,San Fernando,CA
1897,Kerrville,TX
1898,Solon,OH
1899,Fort Mill,SC
1900,Wekiwa Springs,FL
1901,North Augusta,SC
1902,Willowbrook,CA
1903,Allendale,MI
1904,Farmington,UT
1905,Lisle,IL
1906,Fairfax,VA
1907,Kingston,NY
1908,Columbus,NE
1909,Fresno,TX
1910,Champlin,MN
1911,Papillion,NE
1912,Columbus,MS
1913,King of Prussia,PA
1914,Belton,MO
1915,Lutz,FL
1916,Webster Groves,MO
1917,Cockeysville,MD
1918,Auburn,ME
1919,Wadsworth,OH
1920,Mandan,ND
1921,Kuna,ID
1922,Muscatine,IA
1923,Willoughby,OH
1924,South Elgin,IL
1925,Munster,IN
1926,Yukon,OK
1927,Highland,IN
1928,Saginaw,TX
1929,Watauga,TX
1930,Ashland,CA
1931,Fountain Hills,AZ
1932,Chantilly,VA
1933,West Springfield,VA
1934,Kenmore,WA
1935,Copiague,NY
1936,Roseburg,OR
1937,Maywood,IL
1938,North Platte,NE
1939,Cataño,PR
1940,Pace,FL
1941,Vega Baja,PR
1942,Patterson,CA
1943,Maple Heights,OH
1944,Rock Springs,WY
1945,Jacksonville Beach,FL
1946,Happy Valley,OR
1947,Waukee,IA
1948,Brookings,SD
1949,Johnston,IA
1950,Calabasas,CA
1951,Farragut,TN
1952,Taylors,SC
1953,Jasmine Estates,FL
1954,Waverly,MI
1955,Linda,CA
1956,Griffin,GA
1957,New Brighton,MN
1958,Farmington,MN
1959,Kapolei,HI
1960,Loves Park,IL
1961,Van Buren,AR
1962,Clinton,UT
1963,Simpsonville,SC
1964,Christiansburg,VA
1965,Allison Park,PA
1966,Trotwood,OH
1967,Crystal,MN
1968,Mountain House,CA
1969,Laguna Beach,CA
1970,Ballenger Creek,MD
1971,Eastmont,WA
1972,Garden City,NY
1973,Millbrae,CA
1974,Searcy,AR
1975,Lexington,SC
1976,Gardner,KS
1977,Union Hill-Novelty Hill,WA
1978,Junction City,KS
1979,Watertown,WI
1980,Greenfield,IN
1981,Hopewell,VA
1982,Oakdale,CA
1983,Shelbyville,TN
1984,Cudahy,CA
1985,West Puente Valley,CA
1986,Hudson,OH
1987,Middletown,DE
1988,Roselle,IL
1989,Brushy Creek,TX
1990,Keene,NH
1991,Edgewater,FL
1992,East San Gabriel,CA
1993,Blue Island,IL
1994,Nixa,MO
1995,Hialeah Gardens,FL
1996,Camp Springs,MD
1997,Candler-McAfee,GA
1998,Machesney Park,IL
1999,Belton,TX
2000,Marshall,TX
2001,Kihei,HI
2002,Radcliff,KY
2003,Prairie Village,KS
2004,Leland,NC
2005,Oxford,OH
2006,Cottage Lake,WA
2007,Forney,TX
2008,Villa Park,IL
2009,Anthem,AZ
2010,Raymore,MO
2011,East Peoria,IL
2012,Pickerington,OH
2013,Duncan,OK
2014,Easley,SC
2015,North Plainfield,NJ
2016,Cartersville,GA
2017,Sun Valley,NV
2018,Corcoran,CA
2019,Bellview,FL
2020,Summit,NJ
2021,Woodlawn,VA
2022,Watertown,SD
2023,Eustis,FL
2024,Chester,VA
2025,Roselle,NJ
2026,Bloomingdale,IL
2027,The Crossings,FL
2028,Greenwood,SC
2029,Fernley,NV
2030,Biddeford,ME
2031,Acworth,GA
2032,Ruston,LA
2033,Hillsborough,NJ
2034,Albertville,AL
2035,Martha Lake,WA
2036,Massapequa,NY
2037,Golden Valley,MN
2038,Marina,CA
2039,Sunny Isles Beach,FL
2040,Bonney Lake,WA
2041,Coralville,IA
2042,Corinth,TX
2043,Oxford,AL
2044,Central Falls,RI
2045,Mountain Brook,AL
2046,Clarksville,IN
2047,Florida Ridge,FL
2048,Waynesboro,VA
2049,Chambersburg,PA
2050,Silver Firs,WA
2051,Cherry Hill,VA
2052,Bloomington,CA
2053,Darien,IL
2054,Horizon City,TX
2055,Hastings,MN
2056,Chillicothe,OH
2057,West Carson,CA
2058,Rancho San Diego,CA
2059,DeBary,FL
2060,Ensley,FL
2061,West Rancho Dominguez,CA
2062,Conway,SC
2063,Pascagoula,MS
2064,La Porte,IN
2065,New Castle,PA
2066,Brambleton,VA
2067,Chalmette,LA
2068,Winter Gardens,CA
2069,East Ridge,TN
2070,Montclair,VA
2071,West Pensacola,FL
2072,Port Hueneme,CA
2073,Parsippany,NJ
2074,Katy,TX
2075,Gallup,NM
2076,Hayesville,OR
2077,South Euclid,OH
2078,Mount Pleasant,MI
2079,Alliance,OH
2080,Ramona,CA
2081,Sapulpa,OK
2082,East Patchogue,NY
2083,Fairhope,AL
2084,Sanford,ME
2085,Valinda,CA
2086,Del City,OK
2087,Vicksburg,MS
2088,American Canyon,CA
2089,Birmingham,MI
2090,Evans,CO
2091,Duarte,CA
2092,Four Square Mile,CO
2093,Brent,FL
2094,Klamath Falls,OR
2095,Bayou Cane,LA
2096,Sedalia,MO
2097,Ashland,KY
2098,New Hope,MN
2099,Granite Bay,CA
2100,Yucca Valley,CA
2101,Mililani Mauka,HI
2102,Frederickson,WA
2103,Hazel Dell,WA
2104,Middleton,WI
2105,Bear,DE
2106,Columbia Heights,MN
2107,Dolton,IL
2108,Shelby,NC
2109,Tukwila,WA
2110,North Bellmore,NY
2111,South Holland,IL
2112,Rocky River,OH
2113,Lennox,CA
2114,Sulphur,LA
2115,Geneva,IL
2116,Rose Hill,VA
2117,Secaucus,NJ
2118,Holiday,FL
2119,North Salt Lake,UT
2120,Mukilteo,WA
2121,Liberty Triangle,FL
2122,Lorton,VA
2123,Lakeside,CA
2124,St. Andrews,SC
2125,Park Forest,IL
2126,South Lake Tahoe,CA
2127,Ashland,OR
2128,Dickinson,TX
2129,Silverdale,WA
2130,Baldwin,PA
2131,Selden,NY
2132,Elmwood Park,NJ
2133,Carrboro,NC
2134,Lealman,FL
2135,Mountlake Terrace,WA
2136,Pleasant Prairie,WI
2137,Seymour,IN
2138,Gardner,MA
2139,East Moline,IL
2140,Lino Lakes,MN
2141,Milwaukie,OR
2142,Payson,UT
2143,Louisville,CO
2144,Lindenwold,NJ
2145,Clemmons,NC
2146,Merrick,NY
2147,McNair,VA
2148,Harvey,LA
2149,Rio Rico,AZ
2150,Lomita,CA
2151,Wade Hampton,SC
2152,Lockport,NY
2153,Ozark,MO
2154,Hays,KS
2155,Makakilo,HI
2156,Avon,IN
2157,Mineola,NY
2158,Grayslake,IL
2159,Willmar,MN
2160,Murrysville,PA
2161,Arnold,MO
2162,Fort Walton Beach,FL
2163,Hyattsville,MD
2164,South Milwaukee,WI
2165,Germantown,WI
2166,Lebanon,OH
2167,Langley Park,MD
2168,Parma Heights,OH
2169,Harvey,IL
2170,West Hempstead,NY
2171,Green Valley,AZ
2172,Lincolnia,VA
2173,North Ogden,UT
2174,Mead Valley,CA
2175,Helena,AL
2176,Adrian,MI
2177,Pittsburg,KS
2178,Mill Creek,WA
2179,Murphy,TX
2180,South St. Paul,MN
2181,Suwanee,GA
2182,Coronado,CA
2183,Libertyville,IL
2184,La Cañada Flintridge,CA
2185,Covington,WA
2186,Tullahoma,TN
2187,Rosamond,CA
2188,Marquette,MI
2189,Sidney,OH
2190,Bethany,OK
2191,Battle Ground,WA
2192,Pleasantville,NJ
2193,Stephenville,TX
2194,Yorkville,IL
2195,West St. Paul,MN
2196,Snellville,GA
2197,Ypsilanti,MI
2198,Five Corners,WA
2199,Oroville,CA
2200,Bryant,AR
2201,Elko,NV
2202,Old Jamestown,MO
2203,Hanahan,SC
2204,Northfield,MN
2205,Forest Lake,MN
2206,Agoura Hills,CA
2207,Piqua,OH
2208,Monroe,MI
2209,Lynbrook,NY
2210,Painesville,OH
2211,Crest Hill,IL
2212,Rosedale,MD
2213,Palisades Park,NJ
2214,Glassboro,NJ
2215,Sherwood,OR
2216,East Northport,NY
2217,Perry,GA
2218,Saco,ME
2219,Marion Oaks,FL
2220,Bothell West,WA
2221,Plainview,TX
2222,Foley,AL
2223,La Crescenta-Montrose,CA
2224,Clifton,CO
2225,Palm Valley,FL
2226,Mayfield Heights,OH
2227,Montrose,CO
2228,Montgomery,IL
2229,Westbrook,ME
2230,Sherrelwood,CO
2231,Shenandoah,LA
2232,South Burlington,VT
2233,Golden,CO
2234,Frankfort,IL
2235,Mesquite,NV
2236,Whitehall,OH
2237,Morristown,NJ
2238,East Hemet,CA
2239,Imperial,CA
2240,North Liberty,IA
2241,World Golf Village,FL
2242,Plattsburgh,NY
2243,Hauppauge,NY
2244,Albany,CA
2245,Rolla,MO
2246,Pecan Grove,TX
2247,Ennis,TX
2248,Forest Park,OH
2249,Oregon,OH
2250,Sand Springs,OK
2251,Portland,TX
2252,Mokena,IL
2253,Shafter,CA
2254,Prunedale,CA
2255,Port Angeles,WA
2256,Kinston,NC
2257,Evergreen Park,IL
2258,Monroe,WA
2259,Miamisburg,OH
2260,Carlisle,PA
2261,South El Monte,CA
2262,Forest Park,GA
2263,Mustang,OK
2264,Arlington,WA
2265,Nogales,AZ
2266,Howard,WI
2267,Broadview Heights,OH
2268,North Amityville,NY
2269,Salmon Creek,WA
2270,Lake Zurich,IL
2271,St. John,IN
2272,Casa de Oro-Mount Helix,CA
2273,Hermosa Beach,CA
2274,Westminster,MD
2275,South San Jose Hills,CA
2276,Culpeper,VA
2277,Bayshore Gardens,FL
2278,Homewood,IL
2279,Shelbyville,IN
2280,Lackawanna,NY
2281,Englewood,FL
2282,Universal City,TX
2283,Arbutus,MD
2284,Waxhaw,NC
2285,Prichard,AL
2286,Alamo,TX
2287,West Mifflin,PA
2288,Nanuet,NY
2289,Midway,FL
2290,Nocatee,FL
2291,Meadowbrook,VA
2292,Altamont,OR
2293,Arvin,CA
2294,Otsego,MN
2295,Seabrook,MD
2296,Hunters Creek,FL
2297,Valle Vista,CA
2298,Ashland,OH
2299,Madisonville,KY
2300,Stevenson Ranch,CA
2301,Brookfield,IL
2302,Warrensburg,MO
2303,Hawthorne,NJ
2304,Erlanger,KY
2305,Hurricane,UT
2306,Orinda,CA
2307,Holtsville,NY
2308,Lake Forest,IL
2309,East St. Louis,IL
2310,Sweetwater,FL
2311,Lynn Haven,FL
2312,Ferndale,MI
2313,Angleton,TX
2314,Lake Shore,MD
2315,Brigham City,UT
2316,Lexington,NC
2317,Syosset,NY
2318,Altoona,IA
2319,Liberal,KS
2320,Haslett,MI
2321,Orange,TX
2322,Cutlerville,MI
2323,Zachary,LA
2324,Stillwater,MN
2325,Punta Gorda,FL
2326,Deerfield,IL
2327,Badger,AK
2328,Seminole,FL
2329,Twinsburg,OH
2330,Ellensburg,WA
2331,Wallingford Center,CT
2332,Naples,FL
2333,Lumberton,NC
2334,Claremore,OK
2335,Five Forks,SC
2336,Maitland,FL
2337,Hermiston,OR
2338,White Oak,OH
2339,Sartell,MN
2340,Preakness,NJ
2341,Merrifield,VA
2342,Maumelle,AR
2343,Pinole,CA
2344,Tinton Falls,NJ
2345,Matteson,IL
2346,Dixon,CA
2347,Arcata,CA
2348,Alsip,IL
2349,Cumberland,MD
2350,Midlothian,VA
2351,East Massapequa,NY
2352,Winchester,KY
2353,Sylvania,OH
2354,Cedar Mill,OR
2355,Norwood,OH
2356,Bourbonnais,IL
2357,Durango,CO
2358,Central Point,OR
2359,Ansonia,CT
2360,Gautier,MS
2361,Affton,MO
2362,Highland,UT
2363,Fox Crossing,WI
2364,Franklin Farm,VA
2365,Augusta,ME
2366,Cocoa,FL
2367,Bartow,FL
2368,Rosedale,CA
2369,Brownwood,TX
2370,Hopkins,MN
2371,Bradfordville,FL
2372,Thomasville,GA
2373,Point Pleasant,NJ
2374,Greenfield,CA
2375,Springboro,OH
2376,Chowchilla,CA
2377,Ferguson,MO
2378,Altus,OK
2379,Harrison,NJ
2380,Santa Fe Springs,CA
2381,Bensenville,IL
2382,Rutherford,NJ
2383,Bellwood,IL
2384,Colonia,NJ
2385,North Babylon,NY
